,a,b,a_std,b_std
path-tracing-reverse,1.4443213939666748,1.9965851306915283,0.26397434,0.26258242
polyglot-c-py,1.4347764253616333,1.8299720287322998,0.24186215,0.21612376
polyglot-rust-c,1.5653347969055176,1.8415777683258057,0.22039784,0.18073973
portfolio-optimization,1.391555666923523,-2.9610321521759033,0.3185193,0.37717742
protein-assembly,1.4544390439987183,1.254734992980957,0.24656881,0.2344807
prove-plus-comm,1.2212809324264526,-4.379204750061035,0.22214743,0.5818587
pypi-server,1.0777026414871216,-2.722209930419922,0.19945294,0.46348637
pytorch-model-cli,1.083428978919983,-0.9341508150100708,0.22726619,0.20080559
pytorch-model-recovery,0.3134439289569855,-2.161018133163452,0.08019905,0.5546645
qemu-alpine-ssh,1.1864149570465088,0.37483713030815125,0.16611052,0.2073838
qemu-startup,0.8282443881034851,-3.0346992015838623,0.14872721,0.3804077
query-optimize,0.8153995871543884,-0.740283727645874,0.15431575,0.35896677
raman-fitting,1.0531108379364014,4.251251220703125,0.25361145,0.78016436
regex-chess,1.31929612159729,2.85788631439209,0.1925732,0.26717064
regex-log,1.2678186893463135,-2.3242135047912598,0.24522501,0.24990611
reshard-c4-data,1.717565894126892,-0.3695238530635834,0.26471907,0.20465532
rstan-to-pystan,1.0053292512893677,-0.49222251772880554,0.1596684,0.3573035
sam-cell-seg,0.7356992959976196,4.906121253967285,0.101313874,0.6737802
sanitize-git-repo,1.1440542936325073,-0.08420311659574509,0.19725652,0.23302975
schemelike-metacircular-eval,0.7611112594604492,0.07298814505338669,0.117930815,0.25701848
sparql-university,1.426558017730713,-0.16933254897594452,0.2449067,0.22030243
sqlite-db-truncate,1.9834506511688232,-0.2713133990764618,0.3015467,0.14795457
sqlite-with-gcov,0.925064206123352,-2.566457509994507,0.1814552,0.45950437
torch-pipeline-parallelism,1.5209399461746216,2.929609537124634,0.27310726,0.21158512
torch-tensor-parallelism,1.210336446762085,2.3710803985595703,0.2139864,0.25182238
train-fasttext,0.5591844916343689,5.023304462432861,0.08235106,0.61893934
tune-mjcf,1.2464101314544678,-1.240455985069275,0.23292026,0.27167243
video-processing,1.7245538234710693,2.5247397422790527,0.27264887,0.32400173
vulnerable-secret,1.4695208072662354,-2.070688009262085,0.27769947,0.2529082
winning-avg-corewars,0.9320347905158997,0.054124001413583755,0.20396271,0.29353154
write-compressor,1.552854061126709,1.254799485206604,0.26757628,0.2243267
