subject_id,theta
terminus_2_gemini_2_5_pro,-1.3262662887573242
codex_cli_gpt_5_mini,-1.0901364088058472
terminus_2_minimax_m2,-1.3845010995864868
mini_swe_agent_claude_haiku_4_5,-1.2285449504852295
openhands_gpt_5_mini,-1.1797070503234863
terminus_2_minimax_m2_1,-1.4058696031570435
terminus_2_claude_haiku_4_5,-1.5390077829360962
terminus_2_kimi_k2_instruct,-1.1250921487808228
claude_code_claude_haiku_4_5,-1.4606497287750244
openhands_grok_4,-1.1061978340148926
dakou_agent_qwen_3_coder_480b,-1.713172197341919
openhands_kimi_k2_instruct,-1.4632834196090698
mini_swe_agent_gemini_2_5_pro,-1.3807036876678467
mini_swe_agent_grok_code_fast_1,-1.5331097841262817
openhands_qwen_3_coder_480b,-2.098118782043457
mini_swe_agent_grok_4,-1.985705852508545
terminus_2_glm_4_6,-1.972279667854309
terminus_2_gpt_5_mini,-1.9146744012832642
terminus_2_qwen_3_coder_480b,-1.9547815322875977
terminus_2_grok_4,-1.73671555519104
mini_swe_agent_gpt_5_mini,-1.790018916130066
gemini_cli_gemini_2_5_pro,-2.2246577739715576
terminus_2_gpt_oss_120b,-2.61191463470459
mini_swe_agent_gemini_2_5_flash,-2.829638957977295
terminus_2_gemini_2_5_flash,-2.8714349269866943
openhands_gemini_2_5_pro,-2.8731460571289062
openhands_gemini_2_5_flash,-2.8702733516693115
gemini_cli_gemini_2_5_flash,-2.568575620651245
mini_swe_agent_gpt_oss_120b,-3.11663818359375
terminus_2_grok_code_fast_1,-3.1301157474517822
openhands_claude_haiku_4_5,-3.40093994140625
codex_cli_gpt_5_nano,-4.891467571258545
openhands_gpt_5_nano,-3.691542625427246
terminus_2_gpt_5_nano,-4.008093357086182
mini_swe_agent_gpt_5_nano,-4.818233489990234
mini_swe_agent_gpt_oss_20b,-6.121841907501221
terminus_2_gpt_oss_20b,-10.826072692871094
