,theta,theta_std
20250716_openhands_kimi_k2,0.9501910209655762,0.11070983
20250405_amazon-q-developer-agent-20250405-dev,0.8789576888084412,0.095388845
20250117_wandb_programmer_o1_crosscheck5,0.8679258227348328,0.0782571
20250503_patchpilot-v1.1-o4-mini,0.7885817289352417,0.07518919
20250224_tools_claude-3-7-sonnet,0.7663768529891968,0.095786594
20250110_blackboxai_agent_v1.1,0.7612699866294861,0.06919586
20250206_agentscope,0.6726154685020447,0.10916141
20250225_sweagent_claude-3-7-sonnet,0.6057130694389343,0.0827741
20250228_epam-ai-run-claude-3-5-sonnet,0.5805665850639343,0.10524613
20250901_entroPO_R2E_QwenCoder30BA3B_tts,0.5292373299598694,0.08554777
20250203_openhands_4x_scaled,0.5032737851142883,0.094635755
20241221_codestory_midwit_claude-3-5-sonnet_swe-search,0.44634318351745605,0.08032362
20250924_artemis_agent_v2,0.41395169496536255,0.08142792
20250405_swe-rizzo_claude37,0.3514261841773987,0.07954591
20241213_devlo,0.3506872057914734,0.09159739
20250629_deepswerl_r2eagent_tts,0.3479026257991791,0.0948926
20250110_learn_by_interact_claude3.5,0.34317728877067566,0.06877323
20241223_emergent,0.31245461106300354,0.07687032
20250410_cortexa,0.2754460871219635,0.08066846
20251110_frogboss-32b,0.1471167504787445,0.07673492
20241212_epam-ai-run-claude-3-5-sonnet,0.1263810694217682,0.07380407
20241108_devlo,0.12190881371498108,0.0918841
20241202_amazon-q-developer-agent-20241202-dev,0.1010458841919899,0.084421284
20250120_Bracket,0.07063101977109909,0.07601635
20241208_gru,0.06301575154066086,0.08769388
20250805_openhands-Qwen3-Coder-30B-A3B-Instruct,0.03417765721678734,0.11084813
20241212_google_jules_gemini_2.0_flash_experimental,0.021827278658747673,0.0786408
20241029_OpenHands-CodeAct-2.1-sonnet-20241022,0.021658286452293396,0.09338549
20250901_entroPO_R2E_QwenCoder30BA3B,0.008220982737839222,0.078897774
20250122_autocoderover-v2.1-claude-3-5-sonnet-20241022,0.004415758885443211,0.077965
20250804_codesweep_sweagent_kimi_k2_instruct,-0.05377858132123947,0.08482832
20241028_solver,-0.09724602848291397,0.09026954
20241022_tools_claude-3-5-sonnet-updated,-0.11976301670074463,0.066202626
20241125_marscode-agent-dev,-0.13195501267910004,0.092930764
20241125_enginelabs,-0.13329215347766876,0.078728415
20241202_agentless-1.5_claude-3.5-sonnet-20241022,-0.1496608555316925,0.070697226
20250520_openhands_devstral_small,-0.22960945963859558,0.08683394
20241025_composio_swekit,-0.2730726897716522,0.074236706
20250616_Skywork-SWE-32B+TTS_Bo8,-0.28423503041267395,0.07395476
20241105_nfactorial,-0.28468775749206543,0.0881827
20250528_patchpilot_Co-PatcheR,-0.34975409507751465,0.07073557
20241023_emergent,-0.37106239795684814,0.060057417
20251110_frogmini-14b,-0.3928168714046478,0.075174004
20241108_autocoderover-v2.0-claude-3-5-sonnet-20241022,-0.41597312688827515,0.09864642
20241106_navie-2-gpt4o-sonnet,-0.4291003346443176,0.08783401
20240924_solver,-0.45093420147895813,0.10033128
20240920_solver,-0.490803062915802,0.082904354
20250118_codeshellagent_gemini_2.0_flash_experimental,-0.5017926692962646,0.09945845
20250806_SWE-Exp_DeepSeek-V3,-0.5750564336776733,0.08693708
20240824_gru,-0.5803929567337036,0.08635463
20241016_composio_swekit,-0.6044131517410278,0.065624595
20241022_tools_claude-3-5-haiku,-0.6187873482704163,0.08184953
20250527_amazon.nova-premier-v1.0,-0.6200151443481445,0.0869836
20241030_nfactorial,-0.6371570825576782,0.060781002
20250629_deepswerl_r2eagent,-0.6404233574867249,0.112649955
20250214_agentless_lite_o3_mini,-0.6643946766853333,0.094381295
20250226_swerl_llama3_70b,-0.6752169728279114,0.08176999
20250511_sweagent_lm_32b,-0.676582396030426,0.058775432
20250112_ugaiforge,-0.6986714005470276,0.07027565
20241113_nebius-search-open-weight-models-11-24,-0.7428056001663208,0.07455081
20240628_autocoderover-v20240620,-0.7479664087295532,0.06368341
20240820_honeycomb,-0.7669254541397095,0.084713876
20241029_epam-ai-run-claude-3-5-sonnet,-0.7818145751953125,0.066931434
20250616_Skywork-SWE-32B,-0.7938094735145569,0.07088808
20250725_sweagent_devstral_small_2507,-0.8104226589202881,0.08308117
20241028_agentless-1.5_gpt4o,-0.8106251358985901,0.08480714
20240721_amazon-q-developer-agent-20240719-dev,-0.9009804725646973,0.087281644
20240617_factory_code_droid,-0.963665783405304,0.09006259
20240620_sweagent_claude3.5sonnet,-1.051848292350769,0.08630723
20241120_artemis_agent,-1.10428786277771,0.10800883
20250306_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor,-1.1175565719604492,0.085002914
20240612_MASAI_gpt4o,-1.1602237224578857,0.1017348
20241007_nfactorial,-1.1880892515182495,0.1018835
20241128_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor_20241128,-1.2428114414215088,0.078801915
20241002_lingma-agent_lingma-swe-gpt-72b,-1.4515161514282227,0.0736646
20241016_epam-ai-run-gpt-4o,-1.5297878980636597,0.07626105
20240820_epam-ai-run-gpt-4o,-1.5516318082809448,0.08013039
20240615_appmap-navie_gpt4o,-1.5774770975112915,0.10020487
20240509_amazon-q-developer-agent-20240430-dev,-1.5800398588180542,0.079818584
20241001_nfactorial,-1.635195016860962,0.07215597
20240918_lingma-agent_lingma-swe-gpt-72b,-1.640567421913147,0.079175696
20250627_agentless_MCTS-Refine-7B,-1.6441075801849365,0.09419067
20240728_sweagent_gpt4o,-1.6457782983779907,0.090488926
20240402_sweagent_gpt4,-1.8199061155319214,0.06235653
20241002_lingma-agent_lingma-swe-gpt-7b,-1.993166208267212,0.11170665
20240402_sweagent_claude3opus,-2.2861766815185547,0.10161464
20240918_lingma-agent_lingma-swe-gpt-7b,-2.7643978595733643,0.13024792
20240402_rag_claude3opus,-3.0113892555236816,0.15508701
20231010_rag_claude2,-3.5892233848571777,0.1668308
20240402_rag_gpt4,-4.0615315437316895,0.17387287
20231010_rag_swellama13b,-4.414506912231445,0.2327846
20231010_rag_swellama7b,-4.416228294372559,0.24215165
20231010_rag_gpt35,-5.1874470710754395,0.42050904
