,b,b_std
verified::django__django-13346,1.0440397,0.2971723
verified::django__django-13363,-3.2059236,0.45243588
verified::django__django-13401,-0.6267594,0.2758985
verified::django__django-13406,0.3919571,0.24650303
verified::django__django-13410,-3.1691785,0.45631894
verified::django__django-13417,-1.6274588,0.3230464
verified::django__django-13449,0.09806424,0.32894623
verified::django__django-13512,1.6235846,0.3055434
verified::django__django-13513,6.684347,1.3247741
verified::django__django-13516,-1.9158833,0.34212437
verified::django__django-13551,0.77926,0.27098066
verified::django__django-13568,1.1625403,0.2688933
verified::django__django-13569,-1.0588247,0.28424436
verified::django__django-13590,-0.94815785,0.32634702
verified::django__django-13658,-5.2420535,0.70741665
verified::django__django-13670,-2.6781125,0.41023704
verified::django__django-13741,-4.1360254,0.63059145
verified::django__django-13786,-2.5467896,0.36604834
verified::django__django-13794,3.5549006,0.4254691
verified::django__django-13807,1.5197303,0.2978908
verified::django__django-13809,-1.3707024,0.35904512
verified::django__django-13810,-1.091282,0.28962976
verified::django__django-13820,-3.2372518,0.47858414
verified::django__django-13821,-2.2520852,0.3806055
verified::django__django-13837,-1.4664024,0.29947856
verified::django__django-13925,0.96990716,0.25760764
verified::django__django-13933,-1.8020148,0.36047593
verified::django__django-13964,0.8265084,0.28387588
verified::django__django-14007,-0.32599315,0.27411205
verified::django__django-14011,6.558779,1.366123
verified::django__django-14017,-0.4770365,0.27273175
verified::django__django-14034,6.6796975,1.2147044
verified::django__django-14053,-1.4913793,0.34104726
verified::django__django-14089,-3.6448817,0.48135406
verified::django__django-14122,-0.09189152,0.2521904
verified::django__django-14140,1.7200449,0.29616138
verified::django__django-14155,6.5016785,1.3597366
verified::django__django-14170,4.7836013,0.7357774
verified::django__django-14238,-1.7283767,0.36224818
verified::django__django-14311,0.9007429,0.24417172
verified::django__django-14315,5.3623295,0.8517802
verified::django__django-14349,-2.3294752,0.3867796
verified::django__django-14351,0.7934623,0.25678045
verified::django__django-14373,-4.868201,0.63878554
verified::django__django-14376,2.939577,0.35212943
verified::django__django-14404,2.058419,0.2917531
verified::django__django-14434,-0.90389776,0.30092585
verified::django__django-14493,-1.4559555,0.30399814
verified::django__django-14500,-0.9929053,0.28667238
verified::django__django-14534,3.547909,0.49707338
verified::django__django-14539,-1.3330756,0.33758074
verified::django__django-14559,-0.7983113,0.32342616
verified::django__django-14580,0.364269,0.25348586
verified::django__django-14608,-1.0270303,0.28828096
verified::django__django-14631,1.405929,0.29441723
verified::django__django-14672,-2.4894845,0.42722958
verified::django__django-14725,3.7556257,0.43969402
verified::django__django-14752,-3.628231,0.46952805
verified::django__django-14765,-3.1963034,0.45515156
verified::django__django-14771,0.455342,0.2599145
verified::django__django-14787,-1.4752281,0.32135975
verified::django__django-14792,5.5366464,0.8417045
verified::django__django-14855,-3.8863034,0.51895016
verified::django__django-14915,-3.187406,0.46955043
verified::django__django-14999,-0.41245744,0.29720163
verified::django__django-15022,0.20743279,0.26621458
verified::django__django-15037,0.6692159,0.29104516
verified::django__django-15098,5.4315124,0.79211384
verified::django__django-15103,-0.66761625,0.27875602
verified::django__django-15104,-4.203818,0.5590481
verified::django__django-15127,2.212486,0.33222285
verified::django__django-15128,0.76759607,0.2611468
verified::django__django-15161,0.49850944,0.25934714
verified::django__django-15252,6.7186627,1.5064659
verified::django__django-15268,0.68192124,0.26394704
verified::django__django-15277,-3.8961284,0.555232
verified::django__django-15278,-1.4924399,0.29582536
verified::django__django-15280,3.7999833,0.48331052
verified::django__django-15315,-2.4142618,0.4286447
verified::django__django-15368,-3.2061324,0.46740004
verified::django__django-15375,1.0305649,0.2594296
verified::django__django-15380,-1.0802765,0.312273
verified::django__django-15382,-0.17517403,0.25905868
verified::django__django-15467,-4.205711,0.5058061
verified::django__django-15499,-2.4723463,0.3376391
verified::django__django-15503,2.5129027,0.37150678
verified::django__django-15525,-0.19107547,0.2484612
verified::django__django-15554,2.7861686,0.3450855
verified::django__django-15561,-1.4706451,0.33811614
verified::django__django-15563,2.9514172,0.34017462
verified::django__django-15569,-3.212768,0.40709373
verified::django__django-15572,-1.4861104,0.3073997
verified::django__django-15629,6.5729423,1.2603143
verified::django__django-15695,3.3275845,0.45596287
verified::django__django-15731,-2.6042237,0.43129596
verified::django__django-15732,3.0879493,0.44918844
verified::django__django-15741,-2.4239817,0.36576408
verified::django__django-15814,-0.8472911,0.27620035
verified::django__django-15851,-2.346159,0.3519303
verified::django__django-15863,-1.5453666,0.30983332
verified::django__django-15916,2.0654023,0.30044666
verified::django__django-15930,0.1552261,0.31300643
verified::django__django-15957,4.454876,0.5253783
verified::django__django-15973,6.513306,1.4078684
verified::django__django-15987,-0.62647957,0.2798532
verified::django__django-16032,0.3487453,0.27731794
verified::django__django-16082,-0.8417902,0.30333966
verified::django__django-16100,-0.69214684,0.32091516
verified::django__django-16116,-1.6333065,0.3167657
verified::django__django-16136,-1.0335497,0.2969936
verified::django__django-16139,-3.9821825,0.48863697
verified::django__django-16145,-2.5768955,0.43227062
verified::django__django-16255,-4.203335,0.49378362
verified::django__django-16256,4.466618,0.56217176
verified::django__django-16263,6.626346,1.2748398
verified::django__django-16315,1.1873369,0.32784924
verified::django__django-16333,-3.3588896,0.49351206
verified::django__django-16429,-3.3122244,0.44935137
verified::django__django-16454,2.233552,0.3149113
verified::django__django-16485,-2.6764405,0.38979816
verified::django__django-16493,-2.486578,0.3746524
verified::django__django-16502,6.4429727,1.3871592
verified::django__django-16527,-4.2012854,0.54894346
verified::django__django-16560,1.7761134,0.29642957
verified::django__django-16569,-5.2568893,0.65405774
verified::django__django-16595,-3.0313056,0.43208018
verified::django__django-16612,-1.9857633,0.3308911
verified::django__django-16631,6.548112,1.4178461
verified::django__django-16642,0.2841243,0.27575245
verified::django__django-16661,0.27508682,0.29876164
verified::django__django-16662,-2.1278217,0.31817335
verified::django__django-16667,6.587254,1.4049731
verified::django__django-16801,-3.4018803,0.4160709
verified::django__django-16819,-1.3301316,0.2810863
verified::django__django-16877,0.58346117,0.27893233
verified::django__django-16899,-0.9301784,0.29726234
verified::django__django-16901,-0.7583096,0.2779557
verified::django__django-16938,2.498753,0.32243553
verified::django__django-16950,3.4941175,0.46970522
verified::django__django-17029,-3.3714678,0.5308147
verified::django__django-17084,1.7819667,0.30923432
verified::django__django-17087,-0.39756823,0.26358685
verified::django__django-7530,-1.7469155,0.3434484
verified::django__django-9296,-3.9237497,0.55383927
verified::matplotlib__matplotlib-13989,-1.4582179,0.32268012
verified::matplotlib__matplotlib-14623,0.81195444,0.29531562
verified::matplotlib__matplotlib-20488,2.0076842,0.33593255
verified::matplotlib__matplotlib-20676,2.7045362,0.36539587
verified::matplotlib__matplotlib-20826,1.6034615,0.31245998
verified::matplotlib__matplotlib-20859,-0.89927053,0.2843928
verified::matplotlib__matplotlib-21568,6.721082,1.1887395
verified::matplotlib__matplotlib-22719,-2.7851093,0.3858835
verified::matplotlib__matplotlib-22865,1.3558313,0.29675627
verified::matplotlib__matplotlib-22871,1.0261962,0.2841136
verified::matplotlib__matplotlib-23299,5.40282,0.8432512
verified::matplotlib__matplotlib-23314,-0.8954,0.3177653
verified::matplotlib__matplotlib-23412,-1.6302649,0.3244672
verified::matplotlib__matplotlib-23476,5.4142203,0.8431229
verified::matplotlib__matplotlib-24026,-1.6042593,0.31864908
verified::matplotlib__matplotlib-24149,-1.2654102,0.33752024
verified::matplotlib__matplotlib-24177,3.6106403,0.44180325
verified::matplotlib__matplotlib-24570,-0.66286457,0.26671132
verified::matplotlib__matplotlib-24627,-0.2295009,0.29073945
verified::matplotlib__matplotlib-24637,0.051112488,0.2794222
verified::matplotlib__matplotlib-24870,5.528549,0.8638211
verified::matplotlib__matplotlib-24970,-1.8201482,0.34097975
verified::matplotlib__matplotlib-25122,-2.2387764,0.40439314
verified::matplotlib__matplotlib-25287,-1.8611338,0.3441328
verified::matplotlib__matplotlib-25311,0.33738747,0.2818239
verified::matplotlib__matplotlib-25332,0.32170895,0.26483732
verified::matplotlib__matplotlib-25479,6.6751914,1.3833488
verified::matplotlib__matplotlib-25775,1.0589617,0.27979043
verified::matplotlib__matplotlib-25960,4.428237,0.6372249
verified::matplotlib__matplotlib-26113,-2.4132826,0.40292066
verified::matplotlib__matplotlib-26208,5.4124036,0.93137574
verified::matplotlib__matplotlib-26291,-0.14764181,0.2606176
verified::matplotlib__matplotlib-26342,-1.190751,0.29500136
verified::matplotlib__matplotlib-26466,6.720918,1.2347349
verified::mwaskom__seaborn-3069,1.253862,0.26644808
verified::mwaskom__seaborn-3187,4.3272386,0.541888
verified::pallets__flask-5014,-3.4455059,0.46762133
verified::psf__requests-1142,0.39217174,0.28314906
verified::psf__requests-1724,-0.4081808,0.2830543
verified::psf__requests-1766,-1.0676506,0.28139517
verified::psf__requests-1921,0.28011605,0.26101995
verified::psf__requests-2317,-0.27251783,0.2925216
verified::psf__requests-2931,1.4588217,0.28104788
verified::psf__requests-5414,0.30564514,0.23967561
verified::psf__requests-6028,4.2690396,0.5582898
verified::pydata__xarray-2905,-0.19482812,0.268763
verified::pydata__xarray-3095,0.19909815,0.31347454
verified::pydata__xarray-3151,-1.4750075,0.34242928
verified::pydata__xarray-3305,-1.0342958,0.3016064
verified::pydata__xarray-3677,-2.5075498,0.40494528
verified::pydata__xarray-3993,0.8275967,0.29825372
verified::pydata__xarray-4075,-3.929361,0.5379824
verified::pydata__xarray-4094,0.38118768,0.2946614
verified::pydata__xarray-4356,-2.3519008,0.42070052
verified::pydata__xarray-4629,-4.2479973,0.5513938
verified::pydata__xarray-4687,2.2388291,0.34849635
verified::pydata__xarray-4695,0.99426186,0.24770394
verified::pydata__xarray-4966,-1.9800107,0.32645994
verified::pydata__xarray-6461,-1.1902051,0.30494595
verified::pydata__xarray-6599,1.5276868,0.30558458
verified::pydata__xarray-6721,0.4835795,0.27220947
verified::pydata__xarray-6744,0.1888438,0.2722506
verified::pydata__xarray-6938,3.9365337,0.51896954
verified::pydata__xarray-6992,6.760263,1.3312525
verified::pydata__xarray-7229,6.753484,1.3275799
verified::pydata__xarray-7233,-1.9337047,0.35623795
verified::pydata__xarray-7393,0.6285091,0.26302418
verified::pylint-dev__pylint-4551,6.6338015,1.3362386
verified::pylint-dev__pylint-4604,6.646706,1.325001
verified::pylint-dev__pylint-4661,6.7074747,1.385118
verified::pylint-dev__pylint-4970,2.6574252,0.35956028
verified::pylint-dev__pylint-6386,1.8826647,0.34461948
verified::pylint-dev__pylint-6528,0.98588884,0.28961322
verified::pylint-dev__pylint-6903,-4.8814116,0.62429446
verified::pylint-dev__pylint-7080,3.25412,0.41270256
verified::pylint-dev__pylint-7277,-1.4761465,0.33382854
verified::pylint-dev__pylint-8898,3.5274317,0.47386757
verified::pytest-dev__pytest-10051,1.6151232,0.28529155
verified::pytest-dev__pytest-10081,-0.9927238,0.30628195
verified::pytest-dev__pytest-10356,6.5768986,1.3533822
verified::pytest-dev__pytest-5262,-0.9318815,0.2906874
verified::pytest-dev__pytest-5631,-0.77910286,0.2595304
verified::pytest-dev__pytest-5787,2.1871257,0.30844375
verified::pytest-dev__pytest-5809,-4.4472647,0.630687
verified::pytest-dev__pytest-5840,5.268433,0.9637016
verified::pytest-dev__pytest-6197,2.695496,0.3738619
verified::pytest-dev__pytest-6202,-4.266714,0.5511638
verified::pytest-dev__pytest-7205,-0.29537845,0.27171302
verified::pytest-dev__pytest-7236,-0.25363892,0.2745176
verified::pytest-dev__pytest-7324,1.688403,0.2879498
verified::pytest-dev__pytest-7432,-0.76274,0.30725083
verified::pytest-dev__pytest-7490,0.8010078,0.26755184
verified::pytest-dev__pytest-7521,-0.5730178,0.29624102
verified::pytest-dev__pytest-7571,-1.555372,0.3002865
verified::pytest-dev__pytest-7982,-2.847309,0.4312556
verified::pytest-dev__pytest-8399,-3.6525314,0.49314412
verified::scikit-learn__scikit-learn-10297,-3.1879625,0.43700594
verified::scikit-learn__scikit-learn-10844,-4.9329143,0.5976105
verified::scikit-learn__scikit-learn-10908,0.23169093,0.26624143
verified::scikit-learn__scikit-learn-11310,-1.9753988,0.3423192
verified::scikit-learn__scikit-learn-11578,-3.4604492,0.42472482
verified::scikit-learn__scikit-learn-12585,-4.5113163,0.64315814
verified::scikit-learn__scikit-learn-12682,0.17054659,0.26563248
verified::scikit-learn__scikit-learn-12973,-0.68133515,0.26974618
verified::scikit-learn__scikit-learn-13124,0.5796315,0.27614665
verified::scikit-learn__scikit-learn-13135,-1.5431187,0.33911404
verified::scikit-learn__scikit-learn-13142,-1.4013664,0.29922134
verified::scikit-learn__scikit-learn-13328,-2.8968487,0.4418718
verified::scikit-learn__scikit-learn-13439,-2.8102205,0.40568477
verified::scikit-learn__scikit-learn-13496,-2.1976755,0.36103645
verified::scikit-learn__scikit-learn-13779,-2.478943,0.3846032
verified::scikit-learn__scikit-learn-14053,-2.0342352,0.33623818
verified::scikit-learn__scikit-learn-14087,0.4151863,0.24607217
verified::scikit-learn__scikit-learn-14141,-3.4536746,0.49321678
verified::scikit-learn__scikit-learn-14496,-4.5464187,0.5988008
verified::scikit-learn__scikit-learn-14629,3.560613,0.46426955
verified::scikit-learn__scikit-learn-14710,-1.4196709,0.29970467
verified::scikit-learn__scikit-learn-14894,-3.9706433,0.5610146
verified::scikit-learn__scikit-learn-14983,1.4940805,0.2892068
verified::scikit-learn__scikit-learn-15100,-3.2729034,0.50674915
verified::scikit-learn__scikit-learn-25102,1.2821014,0.29164612
verified::scikit-learn__scikit-learn-25232,-1.2480012,0.29821855
verified::scikit-learn__scikit-learn-25747,3.2003863,0.3707825
verified::scikit-learn__scikit-learn-25931,-0.9870922,0.32836938
verified::scikit-learn__scikit-learn-25973,-0.49362037,0.30997184
verified::scikit-learn__scikit-learn-26194,4.777794,0.64728385
verified::scikit-learn__scikit-learn-26323,-1.6051403,0.35369706
verified::scikit-learn__scikit-learn-9288,-1.1363587,0.27796462
verified::sphinx-doc__sphinx-10323,0.6850973,0.29503718
verified::sphinx-doc__sphinx-10435,4.772116,0.6538086
verified::sphinx-doc__sphinx-10449,0.6395136,0.30877462
verified::sphinx-doc__sphinx-10466,-1.2008253,0.29877475
verified::sphinx-doc__sphinx-10614,5.4241304,0.8790258
verified::sphinx-doc__sphinx-10673,0.118019804,0.2863295
verified::sphinx-doc__sphinx-11445,0.91961384,0.2714993
verified::sphinx-doc__sphinx-11510,6.6880627,1.2378995
verified::sphinx-doc__sphinx-7440,-0.5112473,0.29692864
verified::sphinx-doc__sphinx-7454,1.2431808,0.27365464
verified::sphinx-doc__sphinx-7462,6.630037,1.4716208
verified::sphinx-doc__sphinx-7590,6.5539126,1.3964978
verified::sphinx-doc__sphinx-7748,6.6913996,1.3121374
verified::sphinx-doc__sphinx-7757,0.6129434,0.2948334
verified::sphinx-doc__sphinx-7889,-0.39307722,0.2940812
verified::sphinx-doc__sphinx-7910,-0.34250328,0.2831143
verified::sphinx-doc__sphinx-7985,4.3214173,0.6307284
verified::sphinx-doc__sphinx-8035,0.16322246,0.25521186
verified::sphinx-doc__sphinx-8056,3.0814605,0.38269532
verified::sphinx-doc__sphinx-8120,-0.19926098,0.2849378
verified::sphinx-doc__sphinx-8265,3.364071,0.41008237
verified::sphinx-doc__sphinx-8269,-0.40236038,0.28459713
verified::sphinx-doc__sphinx-8459,0.58119166,0.27954856
verified::sphinx-doc__sphinx-8475,-0.8404946,0.30147696
verified::sphinx-doc__sphinx-8548,3.760623,0.49213096
verified::sphinx-doc__sphinx-8551,1.6082757,0.2868597
verified::sphinx-doc__sphinx-8593,0.77865803,0.2585522
verified::sphinx-doc__sphinx-8595,-1.2040759,0.32860652
verified::sphinx-doc__sphinx-8621,1.5549719,0.2777211
verified::sphinx-doc__sphinx-8638,3.760009,0.49424005
verified::sphinx-doc__sphinx-8721,-2.269984,0.36475748
verified::sphinx-doc__sphinx-9229,5.4519644,0.8538428
verified::sphinx-doc__sphinx-9230,1.4700218,0.30205485
verified::sphinx-doc__sphinx-9258,2.0024655,0.38765633
verified::sphinx-doc__sphinx-9281,-0.29340073,0.320371
verified::sphinx-doc__sphinx-9320,-2.281485,0.37627104
verified::sphinx-doc__sphinx-9367,-2.0833838,0.35410976
verified::sphinx-doc__sphinx-9461,6.8012576,1.3634449
verified::sphinx-doc__sphinx-9591,1.5116689,0.3098506
verified::sphinx-doc__sphinx-9602,4.0974298,0.55045724
verified::sphinx-doc__sphinx-9658,2.211729,0.33910343
verified::sphinx-doc__sphinx-9673,0.05012778,0.28308457
verified::sphinx-doc__sphinx-9698,-1.6834494,0.34086722
verified::sphinx-doc__sphinx-9711,-1.449001,0.2937741
verified::sympy__sympy-11618,-1.6147994,0.30708888
verified::sympy__sympy-12096,-2.9703808,0.3776753
verified::sympy__sympy-12419,0.31648472,0.26977268
verified::sympy__sympy-12481,-0.73706454,0.28900805
verified::sympy__sympy-12489,3.2194884,0.38068137
verified::sympy__sympy-13031,2.390102,0.32704186
verified::sympy__sympy-13091,2.7583702,0.35602868
verified::sympy__sympy-13372,-1.9079121,0.33200872
verified::sympy__sympy-13480,-3.4477193,0.49244007
verified::sympy__sympy-13551,1.3598012,0.29723
verified::sympy__sympy-13615,1.4937727,0.28755838
verified::sympy__sympy-13647,-1.8970895,0.33462358
verified::sympy__sympy-13757,1.0101643,0.2839429
verified::sympy__sympy-13798,3.5602438,0.38809752
verified::sympy__sympy-13852,6.567185,1.3599104
verified::sympy__sympy-13877,1.7399204,0.300474
verified::sympy__sympy-13878,0.61862963,0.2829999
verified::sympy__sympy-13974,2.504524,0.38479102
verified::sympy__sympy-14248,5.308182,0.91004306
verified::sympy__sympy-14531,-0.25825822,0.27518573
verified::sympy__sympy-14711,-1.9595991,0.3171876
verified::sympy__sympy-14976,0.86388737,0.26678354
verified::sympy__sympy-15017,0.75513667,0.2858345
verified::sympy__sympy-15345,0.6421365,0.28025684
verified::sympy__sympy-15349,-0.9117287,0.3089512
verified::sympy__sympy-15599,2.2651684,0.34933478
verified::sympy__sympy-15809,-0.34487733,0.31372693
verified::sympy__sympy-15875,0.546426,0.28609815
verified::sympy__sympy-15976,2.4430053,0.3208595
verified::sympy__sympy-16450,-1.521983,0.3305466
verified::sympy__sympy-16597,6.6776795,1.4540262
verified::sympy__sympy-16766,-3.0202112,0.43632564
verified::sympy__sympy-16792,0.20215018,0.2877153
verified::sympy__sympy-16886,-2.7493567,0.3760532
verified::sympy__sympy-17139,-0.44121382,0.2958836
verified::sympy__sympy-17318,3.5190077,0.43736008
verified::sympy__sympy-17630,5.442803,0.8013261
verified::sympy__sympy-17655,-0.46267584,0.28845438
verified::sympy__sympy-18189,-0.82523805,0.26433054
verified::sympy__sympy-18199,6.588989,1.3049608
verified::sympy__sympy-18211,0.8093753,0.29389152
verified::sympy__sympy-18698,2.3337715,0.32916164
verified::sympy__sympy-18763,0.58804554,0.27790314
verified::sympy__sympy-19040,2.743041,0.3924661
verified::sympy__sympy-19346,-1.5628271,0.3352049
verified::sympy__sympy-19495,0.6176646,0.27835834
verified::sympy__sympy-19637,-2.6529021,0.41717637
verified::sympy__sympy-19783,0.8384039,0.26987153
verified::sympy__sympy-19954,-1.3459331,0.29186484
verified::sympy__sympy-20154,-1.6087275,0.28444266
verified::sympy__sympy-20428,6.7260213,1.3886191
verified::sympy__sympy-20438,6.627238,1.3645266
verified::sympy__sympy-20590,0.59725183,0.24083254
verified::sympy__sympy-20801,-0.34757283,0.3037292
verified::sympy__sympy-20916,5.401673,0.82235396
verified::sympy__sympy-21379,0.9404359,0.27743652
verified::sympy__sympy-21596,6.661253,1.2000084
verified::sympy__sympy-21612,4.046144,0.5239598
verified::sympy__sympy-21847,-2.4703994,0.35220617
verified::sympy__sympy-21930,6.657968,1.3514526
verified::sympy__sympy-22080,5.4954324,0.8042081
verified::sympy__sympy-22456,-0.96321774,0.28591132
verified::sympy__sympy-22714,-1.4200264,0.31376022
verified::sympy__sympy-22914,-2.7490485,0.41748127
verified::sympy__sympy-23262,-0.46689156,0.28883433
verified::sympy__sympy-23413,3.149044,0.39439067
verified::sympy__sympy-23534,-1.6304454,0.3072059
verified::sympy__sympy-23824,-1.8583819,0.33791783
verified::sympy__sympy-23950,-0.4415838,0.28093952
verified::sympy__sympy-24066,-0.91570646,0.2862248
verified::sympy__sympy-24213,-3.204267,0.4430437
verified::sympy__sympy-24443,-2.7418754,0.40241897
verified::sympy__sympy-24539,-3.016632,0.45257005
verified::sympy__sympy-24562,1.0114039,0.2795291
verified::sympy__sympy-24661,-1.2850273,0.29434845
