subject_id,theta
spoox-m_gpt-5-mini_at_openai,0.11618492007255554
claude-code_claude-opus-4-1-20250805_at_anthropic,0.03426384925842285
mini-swe-agent_gpt-5_at_openai,0.5815781354904175
terminus-2_gemini-2_5-pro_at_gemini,0.9751172661781311
codex_gpt-5-mini_at_openai,0.3847510814666748
terminus-2_accounts/fireworks/models/minimax-m2_at_fireworks_ai,-0.26047655940055847
mini-swe-agent_claude-haiku-4-5-20251001_at_anthropic,-0.6282575130462646
terminus-2_minimax-m2_1_at_openai,-0.2902771234512329
openhands_gpt-5-mini_at_openai,-0.5210822820663452
terminus-2_claude-haiku-4-5-20251001_at_anthropic,-0.42797547578811646
terminus-2_moonshotai/kimi-k2-instruct-0905_at_together_ai,-0.6590515375137329
claude-code_claude-haiku-4-5-20251001_at_anthropic,-0.2882978618144989
aone-agent_qwen/qwen3-coder-480b-a35b-instruct-fp8_at_modelscope,-0.2988636791706085
openhands_grok-4-0709_at_xai,-0.19277924299240112
openhands_moonshotai/kimi-k2-instruct-0905_at_together_ai,-0.3553431034088135
mini-swe-agent_gemini-2_5-pro_at_gemini,-0.40061110258102417
mini-swe-agent_grok-code-fast-1_at_xai,-0.6105566024780273
openhands_qwen/qwen3-coder-480b-a35b-instruct-fp8_at_together_ai,-0.644388735294342
mini-swe-agent_grok-4-0709_at_xai,-0.196524977684021
terminus-2_accounts/fireworks/models/glm-4p6_at_fireworks_ai,-0.5881674885749817
terminus-2_gpt-5-mini_at_openai,-1.136638879776001
terminus-2_qwen/qwen3-coder-480b-a35b-instruct-fp8_at_together_ai,-0.14020295441150665
terminus-2_grok-4-0709_at_xai,-0.41006574034690857
mini-swe-agent_gpt-5-mini_at_openai,-0.8669894337654114
gemini-cli_gemini-2_5-pro_at_gemini,-0.839106559753418
terminus-2_openai/gpt-oss-120b_at_together_ai,-0.906558632850647
mini-swe-agent_gemini-2_5-flash_at_gemini,-1.5083928108215332
terminus-2_gemini-2_5-flash_at_gemini,-1.5823825597763062
openhands_gemini-2_5-pro_at_gemini,-0.8901675343513489
openhands_gemini-2_5-flash_at_gemini,-1.5961573123931885
gemini-cli_gemini-2_5-flash_at_gemini,-2.2595198154449463
mini-swe-agent_openai/gpt-oss-120b_at_together_ai,-2.4379079341888428
terminus-2_grok-code-fast-1_at_xai,-1.5149810314178467
openhands_claude-haiku-4-5-20251001_at_anthropic,-1.0496461391448975
codex_gpt-5-nano_at_openai,-2.2009787559509277
openhands_gpt-5-nano_at_openai,-2.543182134628296
terminus-2_gpt-5-nano_at_openai,-3.5403122901916504
mini-swe-agent_gpt-5-nano_at_openai,-3.1645147800445557
mini-swe-agent_openai/gpt-oss-20b_at_together_ai,-4.555259704589844
terminus-2_openai/gpt-oss-20b_at_together_ai,-3.6011033058166504
