subject_id,theta
codex_cli_gpt_5_mini,-1.5310243368148804
terminus_2_minimax_m2,-1.5903817415237427
mini_swe_agent_claude_haiku_4_5,-1.4572515487670898
openhands_gpt_5_mini,-1.4051642417907715
terminus_2_minimax_m2_1,-1.6988449096679688
terminus_2_claude_haiku_4_5,-2.0202996730804443
terminus_2_kimi_k2_instruct,-1.6158584356307983
claude_code_claude_haiku_4_5,-1.9831836223602295
openhands_grok_4,-1.863415002822876
dakou_agent_qwen_3_coder_480b,-1.7677348852157593
openhands_kimi_k2_instruct,-1.9396181106567383
mini_swe_agent_gemini_2_5_pro,-2.0202372074127197
mini_swe_agent_grok_code_fast_1,-1.9483126401901245
openhands_qwen_3_coder_480b,-2.135204315185547
mini_swe_agent_grok_4,-1.916070818901062
terminus_2_glm_4_6,-2.6067605018615723
terminus_2_gpt_5_mini,-1.8947114944458008
terminus_2_qwen_3_coder_480b,-2.1699025630950928
terminus_2_grok_4,-1.9027060270309448
mini_swe_agent_gpt_5_mini,-2.079371452331543
gemini_cli_gemini_2_5_pro,-2.5375850200653076
terminus_2_gpt_oss_120b,-2.4898102283477783
mini_swe_agent_gemini_2_5_flash,-3.3220021724700928
terminus_2_gemini_2_5_flash,-3.237055540084839
openhands_gemini_2_5_pro,-3.7829947471618652
openhands_gemini_2_5_flash,-3.3021254539489746
gemini_cli_gemini_2_5_flash,-2.781785249710083
mini_swe_agent_gpt_oss_120b,-3.579986810684204
terminus_2_grok_code_fast_1,-3.4691662788391113
openhands_claude_haiku_4_5,-3.996939182281494
codex_cli_gpt_5_nano,-4.615910530090332
openhands_gpt_5_nano,-3.828080415725708
terminus_2_gpt_5_nano,-4.346126556396484
mini_swe_agent_gpt_5_nano,-4.698884010314941
mini_swe_agent_gpt_oss_20b,-6.010132312774658
terminus_2_gpt_oss_20b,-7.901459217071533
