subject_id,theta
terminus_2_gpt_5_1_codex,-1.2001044750213623
crux_minimax_m2_1,-0.6302268505096436
terminus_2_kimi_k2_thinking,-1.3230453729629517
goose_claude_haiku_4_5,-1.354312777519226
terminus_2_gpt_5,-1.407309651374817
mini_swe_agent_claude_opus_4_1,-1.171394944190979
spoox_m_gpt_5_mini,-1.671135663986206
claude_code_claude_opus_4_1,-0.9206401109695435
mini_swe_agent_gpt_5,-1.6583822965621948
terminus_2_glm_4_7,-1.5488499402999878
crux_glm_4_7,-1.4553154706954956
terminus_2_gemini_2_5_pro,-1.9821184873580933
codex_cli_gpt_5_mini,-1.7490018606185913
terminus_2_minimax_m2,-1.7423571348190308
mini_swe_agent_claude_haiku_4_5,-1.5020637512207031
openhands_gpt_5_mini,-1.7483304738998413
terminus_2_minimax_m2_1,-1.5326974391937256
terminus_2_claude_haiku_4_5,-1.8785935640335083
terminus_2_kimi_k2_instruct,-1.2942134141921997
claude_code_claude_haiku_4_5,-1.9917925596237183
openhands_grok_4,-1.9658488035202026
dakou_agent_qwen_3_coder_480b,-1.9383125305175781
openhands_kimi_k2_instruct,-1.9089527130126953
mini_swe_agent_gemini_2_5_pro,-2.4183926582336426
mini_swe_agent_grok_code_fast_1,-2.185590982437134
openhands_qwen_3_coder_480b,-2.481426477432251
mini_swe_agent_grok_4,-2.5351333618164062
terminus_2_glm_4_6,-2.363687515258789
terminus_2_gpt_5_mini,-2.1776132583618164
terminus_2_qwen_3_coder_480b,-2.2380459308624268
terminus_2_grok_4,-2.293253183364868
mini_swe_agent_gpt_5_mini,-2.470029830932617
gemini_cli_gemini_2_5_pro,-3.1219146251678467
terminus_2_gpt_oss_120b,-2.6576826572418213
mini_swe_agent_gemini_2_5_flash,-3.3264377117156982
terminus_2_gemini_2_5_flash,-3.8566534519195557
openhands_gemini_2_5_pro,-3.333223581314087
openhands_gemini_2_5_flash,-3.5816338062286377
gemini_cli_gemini_2_5_flash,-3.165485382080078
mini_swe_agent_gpt_oss_120b,-3.666945457458496
terminus_2_grok_code_fast_1,-3.7989399433135986
openhands_claude_haiku_4_5,-4.060379981994629
codex_cli_gpt_5_nano,-4.7044267654418945
openhands_gpt_5_nano,-4.112409591674805
terminus_2_gpt_5_nano,-4.632152080535889
mini_swe_agent_gpt_5_nano,-5.459573745727539
mini_swe_agent_gpt_oss_20b,-6.505460739135742
terminus_2_gpt_oss_20b,-9.584952354431152
