,theta,theta_std
20250924_artemis_agent_v2,0.5983763933181763,0.13129754
20250410_cortexa,0.5684529542922974,0.14704965
20241208_gru,0.5651362538337708,0.13179183
20250405_swe-rizzo_claude37,0.440563827753067,0.12330558
20241212_epam-ai-run-claude-3-5-sonnet,0.36134660243988037,0.10470841
20241202_amazon-q-developer-agent-20241202-dev,0.3132045269012451,0.11519046
20241108_devlo,0.31076133251190186,0.14121695
20251110_frogboss-32b,0.26616165041923523,0.12970042
20250120_Bracket,0.20784619450569153,0.122423686
20241029_OpenHands-CodeAct-2.1-sonnet-20241022,0.18318234384059906,0.12896931
20250804_codesweep_sweagent_kimi_k2_instruct,0.15230432152748108,0.14310691
20241212_google_jules_gemini_2.0_flash_experimental,0.1026310920715332,0.1550672
20250901_entroPO_R2E_QwenCoder30BA3B,0.10002338886260986,0.14626156
20241125_enginelabs,0.08889831602573395,0.12708564
20250805_openhands-Qwen3-Coder-30B-A3B-Instruct,0.06127655506134033,0.14832127
20241202_agentless-1.5_claude-3.5-sonnet-20241022,0.0543476939201355,0.13508806
20250122_autocoderover-v2.1-claude-3-5-sonnet-20241022,0.044888224452733994,0.1202172
20241125_marscode-agent-dev,-0.06930332630872726,0.12996915
20241105_nfactorial,-0.11273703724145889,0.13941248
20241028_solver,-0.1668316125869751,0.1368442
20241025_composio_swekit,-0.20213299989700317,0.15275083
20241022_tools_claude-3-5-sonnet-updated,-0.2403917908668518,0.14465722
20250528_patchpilot_Co-PatcheR,-0.3141898214817047,0.13913305
20241023_emergent,-0.3201831579208374,0.13065842
20241106_navie-2-gpt4o-sonnet,-0.3313806653022766,0.122378394
20250616_Skywork-SWE-32B+TTS_Bo8,-0.3787969946861267,0.116972506
20241108_autocoderover-v2.0-claude-3-5-sonnet-20241022,-0.43040731549263,0.14658962
20240824_gru,-0.4304773807525635,0.12690023
20250520_openhands_devstral_small,-0.4462530314922333,0.14757225
20251110_frogmini-14b,-0.5316113233566284,0.115595184
20240924_solver,-0.5714243650436401,0.14860888
20250118_codeshellagent_gemini_2.0_flash_experimental,-0.5766077637672424,0.123522826
20240920_solver,-0.6646777987480164,0.104633994
20250112_ugaiforge,-0.6910014748573303,0.12848884
20250806_SWE-Exp_DeepSeek-V3,-0.737877368927002,0.12836492
20250527_amazon.nova-premier-v1.0,-0.7699872851371765,0.14665136
20250214_agentless_lite_o3_mini,-0.7855045795440674,0.12585475
20241030_nfactorial,-0.8021320104598999,0.123698115
20250629_deepswerl_r2eagent,-0.8035596013069153,0.13992088
20240820_honeycomb,-0.8339328765869141,0.13701445
20250226_swerl_llama3_70b,-0.8521472811698914,0.13088559
20241022_tools_claude-3-5-haiku,-0.8596398830413818,0.11092384
20241113_nebius-search-open-weight-models-11-24,-0.8768517971038818,0.12920198
20241016_composio_swekit,-0.8879595994949341,0.1334999
20250511_sweagent_lm_32b,-0.9358625411987305,0.14967838
20241029_epam-ai-run-claude-3-5-sonnet,-0.9671420454978943,0.15940797
20240721_amazon-q-developer-agent-20240719-dev,-1.0002191066741943,0.12513943
20250616_Skywork-SWE-32B,-1.0190998315811157,0.118937306
20240628_autocoderover-v20240620,-1.0437391996383667,0.13834718
20240617_factory_code_droid,-1.1295982599258423,0.1310696
20241028_agentless-1.5_gpt4o,-1.1340819597244263,0.1594944
20250725_sweagent_devstral_small_2507,-1.2660715579986572,0.16107818
20250306_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor,-1.5193017721176147,0.14115609
20240612_MASAI_gpt4o,-1.5817337036132812,0.13022135
20240620_sweagent_claude3.5sonnet,-1.5873745679855347,0.1327107
20241120_artemis_agent,-1.642177700996399,0.1423363
20241007_nfactorial,-1.7826274633407593,0.14031802
20241128_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor_20241128,-1.7962849140167236,0.12612927
20241002_lingma-agent_lingma-swe-gpt-72b,-1.9606025218963623,0.12921295
20241016_epam-ai-run-gpt-4o,-2.0725419521331787,0.13639371
20240509_amazon-q-developer-agent-20240430-dev,-2.2444028854370117,0.12559523
20241001_nfactorial,-2.251182794570923,0.1286225
20240918_lingma-agent_lingma-swe-gpt-72b,-2.262857437133789,0.13214563
20240615_appmap-navie_gpt4o,-2.2814583778381348,0.16565199
20240820_epam-ai-run-gpt-4o,-2.403167486190796,0.16295898
20240728_sweagent_gpt4o,-2.4333577156066895,0.13303672
20250627_agentless_MCTS-Refine-7B,-2.5117664337158203,0.12294396
20240402_sweagent_gpt4,-2.5195212364196777,0.12048808
20241002_lingma-agent_lingma-swe-gpt-7b,-3.0522940158843994,0.14324193
20240402_sweagent_claude3opus,-3.325570821762085,0.15575172
20240918_lingma-agent_lingma-swe-gpt-7b,-4.292761325836182,0.19297999
20240402_rag_claude3opus,-4.856278419494629,0.20410602
20231010_rag_claude2,-5.574233055114746,0.2756759
20240402_rag_gpt4,-5.966080188751221,0.34625316
20231010_rag_swellama7b,-7.01805305480957,0.3868812
20231010_rag_swellama13b,-7.131191253662109,0.42984813
20231010_rag_gpt35,-8.583512306213379,0.72807217
